AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
8/1 Martel Street,Denman Prospect,2611,TOWNHOUSE,159,6,4,2,2,,Independent Woden,2022-11-14T00:00:00,2023-05-11T00:00:00,,,,875000.0
175/61 John Gorton Drive,Wright,2611,UNIT,,6,1,1,1,,Independent Inner North & City,2023-02-17T00:00:00,2023-05-11T00:00:00,,,53856.0,445000.0
29/11 Castan Street,Coombs,2611,TOWNHOUSE,130,6,4,3,2,11648.0,Agent Team Canberra,2023-03-16T00:00:00,2023-05-11T00:00:00,,,,
1 Clingan Street,Wright,2611,HOUSE,222,6,4,2,2,527.0,Red Brick Properties,2023-03-23T00:00:00,2023-05-11T00:00:00,,,632000.0,1240000.0
16 Stan Davey Rise,Coombs,2611,HOUSE,,5,4,3,2,,HIVE Property,2023-04-27T00:00:00,2023-05-11T00:00:00,,,604000.0,1800000.0
14 Cashman Street,Denman Prospect,2611,HOUSE,395,6,4,3,6,578.0,Blackshaw Manuka,2023-02-25T00:00:00,2023-05-06T00:00:00,,,735000.0,
33 Castan Street,Coombs,2611,HOUSE,224,5.5,4,3,2,450.0,Ray White Canberra ,2023-03-29T00:00:00,2023-05-05T00:00:00,,,572000.0,
42/5 Skuta Place,Denman Prospect,2611,APARTMENT,105,6,2,2,2,,Belle Property Canberra,2023-03-09T00:00:00,2023-05-05T00:00:00,,,70400.0,615000.0
17 Heseltine Street,Denman Prospect,2611,HOUSE,147,6,4,2,2,503.0,Luton Properties Weston Creek and Molonglo Valley,2023-04-20T00:00:00,2023-05-03T00:00:00,,,675000.0,
87/1 Dunphy Street,Wright,2611,UNIT,86,6,2,2,2,,Hayman Partners,2023-03-02T00:00:00,2023-05-02T00:00:00,,,53900.0,532000.0
64 Sibosado Street,Denman Prospect,2611,LAND,,0,0,0,0,432.0,The Property Collective,2023-03-10T00:00:00,2023-05-01T00:00:00,,,,667000.0
57 Trinca Street,Denman Prospect,2611,HOUSE,264,6,5,3,2,240.0,Belle Property Canberra,2023-03-31T00:00:00,2023-04-29T00:00:00,,,360000.0,1250000.0
7/221 John Gorton Drive,Wright,2611,TOWNHOUSE,189,6,4,4,2,4498.0,PropertyNow,2023-02-17T00:00:00,2023-04-06T00:00:00,2023-04-28,MULTIPLE UNIT DWELLING,,
8 Malcolm Cole Terrace,Whitlam,2611,HOUSE_AND_LAND_PACKAGE,,6,4,2,2,350.0,New Door Properties,2022-01-24T00:00:00,2023-02-01T00:00:00,2023-04-27,SINGLE RESIDENTIAL DWELLING,,630000.0
60 Freebury Street,Denman Prospect,2611,HOUSE,202,6,4,2,2,540.0,Independent Tuggeranong,2023-02-23T00:00:00,2023-03-16T00:00:00,2023-04-27,SINGLE RESIDENTIAL DWELLING,675000.0,1500000.0
13 Dunphy Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,717.0,N/A,,2023-03-15T00:00:00,2023-04-26,SINGLE RESIDENTIAL DWELLING,,980000.0
2 Terry Connolly Street,Coombs,2611,OTHER,,6,3,2,2,,LJ Hooker Project Marketing,2023-03-20T00:00:00,2023-04-26T00:00:00,,,,789900.0
25 Ulysses Circuit,Wright,2611,HOUSE,202,5,4,3,2,491.0,HIVE Property,2023-01-25T00:00:00,2023-03-10T00:00:00,2023-04-26,SINGLE RESIDENTIAL DWELLING,626000.0,1375000.0
120 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,414.0,N/A,,2021-02-11T00:00:00,2023-04-24,SINGLE RESIDENTIAL DWELLING,,422500.0
41 Freebury Street,Denman Prospect,2611,LAND,,,0,0,0,583.0,New Door Properties,2022-07-22T00:00:00,2022-12-16T00:00:00,2023-04-24,SINGLE RESIDENTIAL DWELLING,705000.0,775000.0
6 Willesee Rise,Coombs,2611,HOUSE,242,4,5,2,2,495.0,Blackshaw Manuka,2022-10-27T00:00:00,2022-12-13T00:00:00,2023-04-21,SINGLE RESIDENTIAL DWELLING,572000.0,1385000.0
6/221 John Gorton Drive,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,4498.0,N/A,,2023-02-24T00:00:00,2023-04-21,MULTIPLE UNIT DWELLING,,600000.0
13/40 Philip Hodgins Street,Wright,2611,APARTMENT,195,6,3,2,2,,Edge Lesley Williams,2023-01-31T00:00:00,2023-04-20T00:00:00,,,45900.0,765000.0
9/43 Arthur Blakeley Way,Coombs,2611,APARTMENT,81,6,2,1,1,,Blackshaw Manuka,2023-02-23T00:00:00,2023-04-20T00:00:00,,,,500000.0
40 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,450.0,N/A,,2023-01-30T00:00:00,2023-04-20,SINGLE RESIDENTIAL DWELLING,,765000.0
4 Malcolm Cole Terrace,Whitlam,2611,HOUSE,203,6,3,2,2,339.0,Edge Adil Iqbal,2022-01-20T00:00:00,2023-02-13T00:00:00,2023-04-19,SINGLE RESIDENTIAL DWELLING,,625000.0
35 Keith Bain Crest,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,461.0,N/A,,2022-11-04T00:00:00,2023-04-19,SINGLE RESIDENTIAL DWELLING,,425000.0
73 Leontine Loop,Denman Prospect,2611,LAND,,0,0,0,0,426.0,Carter and Co Agents,2022-10-28T00:00:00,2023-01-25T00:00:00,2023-04-18,SINGLE RESIDENTIAL DWELLING,,710000.0
13 Redshaw Street,Coombs,2611,HOUSE,,5,4,2,2,540.0,Blackshaw Woden,2023-01-20T00:00:00,2023-02-11T00:00:00,2023-04-18,SINGLE RESIDENTIAL DWELLING,586000.0,1450000.0
33 Eggins Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,414.0,N/A,,2022-10-14T00:00:00,2023-04-18,SINGLE RESIDENTIAL DWELLING,,714150.0
2 Pannell Street,Whitlam,2611,OTHER,250,6,4,2,2,675.0,Mainstream Real Estate,2022-11-18T00:00:00,2023-04-18T00:00:00,,,,820000.0
135 Sculthorpe Avenue,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,450.0,N/A,,2023-02-10T00:00:00,2023-04-18,SINGLE RESIDENTIAL DWELLING,,401000.0
23 David Fleay Street,Wright,2611,HOUSE,181,6,3,2,2,405.0,Blackshaw Manuka,2023-03-23T00:00:00,2023-04-15T00:00:00,,,545000.0,1071000.0
22/21 Bakewell Street,Coombs,2611,TOWNHOUSE,,6,3,2,2,,Homeplus Property Group,2022-09-28T00:00:00,2023-04-14T00:00:00,,,74925.0,
29 Mari Funaki Street,Whitlam,2611,LAND,,,0,0,0,420.0,Homeplus Property Group,2023-04-14T00:00:00,2023-04-14T00:00:00,,,,730000.0
64 Edgeworth Parade,Coombs,2611,TOWNHOUSE,,6,4,3,2,200.0,Maria Selleck Properties,2023-03-28T00:00:00,2023-04-13T00:00:00,,,304000.0,1020000.0
36 Diesendorf Street,Wright,2611,HOUSE,105,6,3,2,2,240.0,Maloney's the Estate Agent,2022-12-16T00:00:00,2023-03-07T00:00:00,2023-04-13,SINGLE RESIDENTIAL DWELLING,429000.0,761000.0
9 Penketh Street,Denman Prospect,2611,LAND,,0,0,0,0,422.0,Hayman Partners,2023-02-16T00:00:00,2023-04-13T00:00:00,,,,685000.0
90/40 Philip Hodgins Street,Wright,2611,APARTMENT,68,6,1,1,1,,Edge Luanne Stapleton,2023-03-26T00:00:00,2023-04-12T00:00:00,,,45900.0,443000.0
11 Finemore Street,Coombs,2611,TOWNHOUSE,156,6,4,3,2,200.0,Hayman Partners,2023-02-09T00:00:00,2023-03-04T00:00:00,2023-04-12,SINGLE RESIDENTIAL DWELLING,304000.0,830000.0
87 Hazel Hawke Avenue,Whitlam,2611,HOUSE,,4.5,4,2,2,510.0,Luton Properties Manuka,2023-03-02T00:00:00,2023-04-12T00:00:00,,,,
68/26 Marie Little Crescent,Denman Prospect,2611,UNIT,83,5.5,2,2,2,,Independent Woden,2023-03-08T00:00:00,2023-04-12T00:00:00,,,45990.0,605000.0
13 Penketh Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,415.0,N/A,,2021-05-10T00:00:00,2023-04-11,SINGLE RESIDENTIAL DWELLING,,495000.0
31/40 Trinca Street,Denman Prospect,2611,APARTMENT,,8.9,0,0,0,,LJ Hooker Project Marketing,2023-03-16T00:00:00,2023-04-11T00:00:00,,,,662500.0
5 Penketh Street,Denman Prospect,2611,LAND,,0,0,0,0,423.0,Belle Property Canberra,2022-09-01T00:00:00,2022-11-23T00:00:00,2023-04-11,SINGLE RESIDENTIAL DWELLING,,755000.0
13 Penketh Street,Denman Prospect,2611,LAND,,,0,0,0,415.0,Confidence Real Estate ,2022-12-07T00:00:00,2022-12-06T00:00:00,2023-04-11,SINGLE RESIDENTIAL DWELLING,,730000.0
2/120 John Gorton Drive,Coombs,2611,APARTMENT,177,6,2,2,2,,Azzopardi Residential Property Services,2023-01-30T00:00:00,2023-04-07T00:00:00,,,69978.0,584000.0
38 Seekamp Street,Denman Prospect,2611,LAND,,0,0,0,0,585.0,Belle Property Canberra,2022-12-16T00:00:00,2023-04-06T00:00:00,,,,721000.0
29/2 Newchurch Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,9759.0,N/A,,2023-03-01T00:00:00,2023-04-05,MULTIPLE UNIT DWELLING,,425000.0
37 Mari Funaki Street,Whitlam,2611,HOUSE,,6,4,3,2,,Independent Gungahlin,2023-03-16T00:00:00,2023-04-05T00:00:00,,,,
12 Rigby Street,Denman Prospect,2611,HOUSE,208,6,4,2,2,540.0,Ray White Canberra ,2023-03-20T00:00:00,2023-04-05T00:00:00,,,675000.0,
33 Chanter Terrace,Coombs,2611,HOUSE,,6,3,1,2,,Luton Properties Weston Creek and Molonglo Valley,2023-03-16T00:00:00,2023-04-04T00:00:00,,,304000.0,
7/11 Felstead Vista,Denman Prospect,2611,TOWNHOUSE,141,6,3,2,2,,Luton Properties Weston Creek and Molonglo Valley,2023-03-17T00:00:00,2023-04-04T00:00:00,,,102800.0,
3/15 Calaby Street,Coombs,2611,TOWNHOUSE,134,6,3,2,2,3792.0,The Property Collective,2022-11-23T00:00:00,2022-12-15T00:00:00,2023-04-03,MULTIPLE UNIT DWELLING,48450.0,830000.0
2 Boyanton Street,Denman Prospect,2611,HOUSE,133,5,3,2,2,460.0,Agent Team Canberra,2023-02-08T00:00:00,2023-04-03T00:00:00,,,630000.0,950000.0
10/2 Bamblett Rise,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5750.0,N/A,,2023-02-14T00:00:00,2023-04-03,MULTIPLE UNIT DWELLING,,870000.0
11 Boyanton Street,Denman Prospect,2611,HOUSE,329,4.5,5,4,2,449.0,Altair Property,2023-03-09T00:00:00,2023-04-01T00:00:00,,,630000.0,1670000.0
3 Brownbill Street,Coombs,2611,HOUSE,160,6,3,2,1,540.0,Hayman Partners,2023-03-02T00:00:00,2023-04-01T00:00:00,,,597000.0,
109/43 Arthur Blakeley Way,Coombs,2611,APARTMENT,63,6,2,1,1,,Impact Properties Canberra,2023-03-01T00:00:00,2023-03-31T00:00:00,,,,485000.0
8 Eggins Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,474.0,N/A,,2021-05-07T00:00:00,2023-03-31,SINGLE RESIDENTIAL DWELLING,,520000.0
6 Penketh Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,414.0,N/A,,2021-04-19T00:00:00,2023-03-31,SINGLE RESIDENTIAL DWELLING,,409000.0
58 Coaldrake Avenue,Denman Prospect,2611,HOUSE,278,5,4,3,2,640.0,Belle Property Canberra,2022-10-20T00:00:00,2022-12-07T00:00:00,2023-03-31,SINGLE RESIDENTIAL DWELLING,780000.0,1810000.0
21 Concetta Street,Denman Prospect,2611,HOUSE,322,3,5,3,2,595.0,Hayman Partners,2023-02-23T00:00:00,2023-03-29T00:00:00,,,750000.0,
91 McMichael Terrace,Denman Prospect,2611,HOUSE,258,6,6,4,2,594.0,Belle Property Canberra,2023-01-12T00:00:00,2023-03-28T00:00:00,,,735000.0,
102 Sculthorpe Avenue,Whitlam,2611,LAND,,0,0,0,0,435.0,Blackshaw Manuka,2022-09-21T00:00:00,2023-03-27T00:00:00,,,,
40 Churcher Crescent,Whitlam,2611,HOUSE,193,7,4,2,2,479.0,VERV Property,2023-02-02T00:00:00,2023-03-27T00:00:00,,,,1450000.0
71/14 Hoolihan Street,Denman Prospect,2611,TOWNHOUSE,,5,3,3,3,,Distinct,2022-10-06T00:00:00,2023-03-27T00:00:00,,,34440.0,
242/36 Philip Hodgins Street,Wright,2611,APARTMENT,0,6,1,1,1,0.0,Luxe Residential Canberra,2022-11-24T00:00:00,2023-03-27T00:00:00,,,45900.0,450000.0
55 Coaldrake Avenue,Denman Prospect,2611,HOUSE,370,5.5,4,3,2,600.0,Blackshaw Manuka,2023-03-02T00:00:00,2023-03-25T00:00:00,,,750000.0,
29 Chanter Terrace,Coombs,2611,TOWNHOUSE,87,6,3,1,2,199.0,VERV Property,2023-03-02T00:00:00,2023-03-25T00:00:00,,,304000.0,
95/41 Philip Hodgins Street,Wright,2611,APARTMENT,,6,2,2,1,17935.0,McGrath Woden Property Management,2018-12-04T00:00:00,2019-04-15T00:00:00,2023-03-24,MULTIPLE UNIT DWELLING,,370000.0
59/14 Hoolihan Street,Denman Prospect,2611,HOUSE,0,6,2,1,1,5510.0,Raine & Horne,2023-01-09T00:00:00,2023-02-17T00:00:00,2023-03-23,MULTIPLE UNIT DWELLING,34440.0,450000.0
95/41 Philip Hodgins Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,17935.0,N/A,,2022-09-07T00:00:00,2023-03-23,MULTIPLE UNIT DWELLING,,0.0
6 Don Banks Crescent,Whitlam,2611,LAND,,0,0,0,0,736.0,Edge Adil Iqbal,2022-11-17T00:00:00,2023-03-23T00:00:00,,,,820000.0
81/40 Philip Hodgins Street,Wright,2611,APARTMENT,68,6,1,1,1,,The Property Collective,2023-01-30T00:00:00,2023-03-22T00:00:00,,,45900.0,425000.0
17/40 Pearlman Street,Coombs,2611,TOWNHOUSE,131,6,3,2,1,,Blackshaw Weston Creek & Molonglo,2023-03-02T00:00:00,2023-03-22T00:00:00,,,100000.0,725000.0
18 Lex Banning Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,480.0,N/A,,2023-03-09T00:00:00,2023-03-22,SINGLE RESIDENTIAL DWELLING,,1260000.0
27/41 Philip Hodgins Street,Wright,2611,APARTMENT,62,6,1,1,1,17935.0,Luton Properties Weston Creek and Molonglo Valley,2022-11-10T00:00:00,2023-02-16T00:00:00,2023-03-22,MULTIPLE UNIT DWELLING,40320.0,410000.0
21/112 McMichael Terrace,Denman Prospect,2611,UNIT,59,6,1,1,1,,The Property Collective,2023-02-16T00:00:00,2023-03-21T00:00:00,,,68150.0,437000.0
11/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2023-03-07T00:00:00,2023-03-21,MULTIPLE UNIT DWELLING,,650000.0
6 Ada Norris Avenue,Denman Prospect,2611,HOUSE,,5.5,4,2,2,515.0,Belle Property Canberra,2022-11-24T00:00:00,2023-02-16T00:00:00,2023-03-20,SINGLE RESIDENTIAL DWELLING,690000.0,1485000.0
16/22 Cornelius Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,12360.0,N/A,,2022-01-21T00:00:00,2023-03-20,MULTIPLE UNIT DWELLING,,0.0
105/2 Peter Cullen Way,Wright,2611,APARTMENT,,6,2,2,1,,McIntyre Property,2023-02-08T00:00:00,2023-03-17T00:00:00,,,53856.0,470000.0
25/11 Clingan Street,Wright,2611,UNIT,133,4,3,2,2,,Hayman Partners,2022-10-26T00:00:00,2023-03-17T00:00:00,,,3800000.0,740000.0
18 Porter Street,Wright,2611,HOUSE,215,5.5,5,2,2,450.0,Blackshaw Manuka,2023-01-25T00:00:00,2023-03-16T00:00:00,,,594000.0,1310000.0
10 Rigby Street,Denman Prospect,2611,HOUSE,195,5,4,2,2,471.0,Belle Property Canberra,2023-03-02T00:00:00,2023-03-16T00:00:00,,,630000.0,1485000.0
5/3 Felstead Vista,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,77.0,N/A,,2018-02-20T00:00:00,2023-03-14,MULTIPLE UNIT DWELLING,,525000.0
11/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-01-04T00:00:00,2023-03-14,MULTIPLE UNIT DWELLING,,600000.0
5/3 Felstead Vista,Denman Prospect,2611,TOWNHOUSE,,5,2,2,2,77.0,Bastion Property Group,2022-08-09T00:00:00,2023-01-20T00:00:00,2023-03-10,MULTIPLE UNIT DWELLING,,700000.0
26/2 McMichael Terrace,Denman Prospect,2611,APARTMENT,117,6,3,2,1,,Blackshaw Weston Creek & Molonglo,2022-12-16T00:00:00,2023-03-09T00:00:00,,,,635000.0
75/120 John Gorton Drive,Coombs,2611,TOWNHOUSE,102,4,2,2,2,9285.0,Independent Tuggeranong,2023-01-12T00:00:00,2023-02-10T00:00:00,2023-03-09,MULTIPLE UNIT DWELLING,,622000.0
41 Eggins Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,414.0,N/A,,2021-04-09T00:00:00,2023-03-09,SINGLE RESIDENTIAL DWELLING,,437000.0
41 Eggins Street,Denman Prospect,2611,LAND,,0,0,0,0,414.0,Independent Woden,2022-08-09T00:00:00,2022-10-04T00:00:00,2023-03-09,SINGLE RESIDENTIAL DWELLING,,745000.0
135/61 John Gorton Drive,Wright,2611,APARTMENT,89,6,2,2,1,17625.0,Blackshaw Weston Creek & Molonglo,2022-11-16T00:00:00,2023-02-02T00:00:00,2023-03-08,TEMPORARY USE,53856.0,511000.0
71/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-03-26T00:00:00,2023-03-08,MULTIPLE UNIT DWELLING,,490000.0
41 Sibosado Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,540.0,N/A,,2021-05-07T00:00:00,2023-03-08,SINGLE RESIDENTIAL DWELLING,,580000.0
2/2 Bamblett Rise,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5750.0,N/A,,2021-09-21T00:00:00,2023-03-07,MULTIPLE UNIT DWELLING,,430000.0
39 Quong Tart Avenue,Denman Prospect,2611,HOUSE,230,6,4,2,2,420.0,Independent Gungahlin,2022-05-24T00:00:00,2022-11-22T00:00:00,2023-03-07,SINGLE RESIDENTIAL DWELLING,,756000.0
84 Wyndham Avenue,Denman Prospect,2611,HOUSE,259,5,4,2,2,656.0,Blackshaw Manuka,2022-11-04T00:00:00,2022-11-26T00:00:00,2023-03-06,SINGLE RESIDENTIAL DWELLING,780000.0,1750000.0
106/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-07-09T00:00:00,2023-03-06,MULTIPLE UNIT DWELLING,,700000.0
50/5 Skuta Place,Denman Prospect,2611,APARTMENT,,6,1,1,1,4356.0,Canberra Property Partners ,2022-12-14T00:00:00,2023-01-30T00:00:00,2023-03-06,MULTIPLE UNIT DWELLING,70400.0,441500.0
33 Eggins Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,414.0,N/A,,2021-04-08T00:00:00,2023-03-06,SINGLE RESIDENTIAL DWELLING,,438000.0
81 McMichael Terrace,Denman Prospect,2611,HOUSE,258,6,4,3,2,405.0,Altair Property,2023-02-09T00:00:00,2023-03-04T00:00:00,,,562000.0,1510000.0
41 Mari Funaki Street,Whitlam,2611,LAND,,0,0,0,0,600.0,Edge Adil Iqbal,2022-11-18T00:00:00,2023-03-03T00:00:00,,,,770000.0
6/14 Hoolihan Street,Denman Prospect,2611,APARTMENT,,6,1,1,1,5510.0,Belle Property Canberra,2022-12-19T00:00:00,2023-01-24T00:00:00,2023-03-02,MULTIPLE UNIT DWELLING,34440.0,429000.0
50 Sibosado Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,489.0,N/A,,2021-05-25T00:00:00,2023-03-02,SINGLE RESIDENTIAL DWELLING,,585000.0
70/30 Pearlman Street,Coombs,2611,UNIT,,6,2,2,1,,Independent Inner North & City,2023-02-02T00:00:00,2023-03-02T00:00:00,,,,622000.0
21 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,338.0,N/A,,2021-02-18T00:00:00,2023-03-01,SINGLE RESIDENTIAL DWELLING,,353000.0
4 Don Banks Crescent,Whitlam,2611,LAND,,,0,0,0,592.0,Ray White Canberra ,2022-07-15T00:00:00,2023-03-01T00:00:00,,,,730000.0
1/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-12-20T00:00:00,2023-02-28,MULTIPLE UNIT DWELLING,,540000.0
12/22 Cornelius Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,12360.0,N/A,,2022-01-25T00:00:00,2023-02-28,MULTIPLE UNIT DWELLING,,330000.0
112/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-11-18T00:00:00,2023-02-28,MULTIPLE UNIT DWELLING,,342000.0
23/1 Calaby Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4081.0,N/A,,2023-01-18T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,745000.0
32/2 Bamblett Rise,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5750.0,N/A,,2021-09-18T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,410000.0
26/2 Bamblett Rise,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5750.0,N/A,,2022-01-18T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,335000.0
4/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2022-05-11T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,789900.0
7/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-12-08T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,799000.0
13/566 Cotter Road,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,2032.0,N/A,,2022-07-12T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,437000.0
47/120 John Gorton Drive,Coombs,2611,UNIT,,6,2,2,2,9285.0,Hayman Partners,2022-10-20T00:00:00,2023-01-18T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,69978.0,520000.0
17/2 Bamblett Rise,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5750.0,N/A,,2021-10-30T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,,820000.0
15/1 Calaby Street,Coombs,2611,TOWNHOUSE,143,5,3,2,2,4081.0,Archer Canberra,2022-06-08T00:00:00,2023-01-27T00:00:00,2023-02-27,MULTIPLE UNIT DWELLING,70950.0,735000.0
8 Utz Street,Coombs,2611,HOUSE,202,6,3,2,2,450.0,Blackshaw Weston Creek & Molonglo,2023-02-02T00:00:00,2023-02-25T00:00:00,,,572000.0,1175000.0
16 Eggins Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,422.0,N/A,,2021-05-13T00:00:00,2023-02-24,SINGLE RESIDENTIAL DWELLING,,505000.0
5/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-02-08T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,689900.0
88/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-12-24T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,376000.0
6/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-02-03T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,799900.0
118/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-12-18T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,560000.0
6 Chelsworth Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,450.0,N/A,,2022-12-05T00:00:00,2023-02-23,SINGLE RESIDENTIAL DWELLING,,847000.0
120/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-03-31T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,469000.0
37 Peter Cullen Way,Wright,2611,HOUSE,,5.5,4,3,2,614.0,HIVE Property,2022-11-17T00:00:00,2022-12-20T00:00:00,2023-02-23,SINGLE RESIDENTIAL DWELLING,675000.0,1540000.0
119/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-02-25T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,460000.0
110/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2022-05-03T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,335610.0
113/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-03-31T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,499900.0
114/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-10-05T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,385000.0
5/11 Felstead Vista,Denman Prospect,2611,TOWNHOUSE,137,6,2,2,2,,Jonny Warren Properties,2023-02-16T00:00:00,2023-02-22T00:00:00,,,102800.0,716500.0
116/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-05-13T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,537000.0
9/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-07-13T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,570000.0
8/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2020-02-21T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,672500.0
104/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-05-10T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,311000.0
115/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-03-31T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,640000.0
109/2 Terry Connolly Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,4108.0,N/A,,2021-05-07T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,304000.0
74/44 Marie Little Crescent,Denman Prospect,2611,TOWNHOUSE,119,6,2,2,2,,Badenoch Real Estate Sales,2023-02-02T00:00:00,2023-02-22T00:00:00,,,45990.0,740000.0
12 Jamrozik Street,Denman Prospect,2611,HOUSE,209,6,4,2,2,484.0,Bastion Property Group,2022-10-19T00:00:00,2023-01-24T00:00:00,2023-02-22,SINGLE RESIDENTIAL DWELLING,660000.0,1655000.0
